CHR,LOC_NUM,GWAS,GENE
chr4,40,META6,SOWAHB
chr4,40,META6,ODAPH
chr4,40,META6,G3BP2
chr4,40,META6,NAAA
chr4,40,META6,SDAD1
chr4,40,META6,CXCL9
chr4,40,META6,SDAD1-AS1
chr4,40,META6,NUP54
chr4,40,META6,ART3
chr4,40,META6,FAM47E
chr4,40,META6,SCARB2
chr4,40,META6,CCDC158
chr4,40,META6,SEPTIN11
chr4,40,META6,CCNG2
chr4,40,META6,USO1
chr4,40,META6,CXCL10
chr4,40,META6,FAM47E-STBD1
chr4,40,META6,CDKL2
chr4,40,META6,PPEF2
chr4,40,META6,CCNI
chr4,40,META6,SHROOM3
chr4,40,META6,RCHY1
chr4,41,META6,SNCA-AS1
chr4,41,META6,FAM13A-AS1
chr4,41,META6,TIGD2
chr4,41,META6,SNCA
chr4,41,META6,FAM13A
chr4,41,META6,HERC3
chr4,41,META6,MMRN1
chr4,41,META6,GPRIN3
chr4,41,META6,CCSER1
chr4,42,META6,NEUROG2
chr4,42,META6,MIR302B
chr4,42,META6,MIR302C
chr4,42,META6,MIR367
chr4,42,META6,MIR302D
chr4,42,META6,MIR302A
chr4,42,META6,MIR302CHG
chr4,42,META6,MIR1243
chr4,42,META6,MIR8082
chr4,42,META6,CAMK2D
chr4,42,META6,NEUROG2-AS1
chr4,42,META6,LARP7
chr4,42,META6,ZGRF1
chr4,42,META6,ANK2
chr4,42,META6,ARSJ
chr4,43,META6,MFAP3L
chr4,43,META6,PALLD
chr4,43,META6,CBR4
chr4,43,META6,CLCN3
chr4,43,META6,LINC02275
chr4,43,META6,AADAT
chr4,43,META6,HPF1
chr4,43,META6,NEK1
chr4,43,META6,SH3RF1
chr4,43,META6,LINC01612
chr4,43,META6,LINC02382
chr5,44,META6,PP7080
chr5,44,META6,MIR4456
chr5,44,META6,LOC100506688
chr5,44,META6,MIR4635
chr5,44,META6,CTD-3080P12.3
chr5,44,META6,MIR4457
chr5,44,META6,MIR6075
chr5,44,META6,MIR4277
chr5,44,META6,MRPL36
chr5,44,META6,LINC02116
chr5,44,META6,IRX4
chr5,44,META6,CTD-2194D22.4
chr5,44,META6,EXOC3-AS1
chr5,44,META6,EXOC3
chr5,44,META6,SLC9A3-AS1
chr5,44,META6,CEP72
chr5,44,META6,LOC100996325
chr5,44,META6,TPPP
chr5,44,META6,ZDHHC11B
chr5,44,META6,BRD9
chr5,44,META6,TRIP13
chr5,44,META6,ZDHHC11
chr5,44,META6,NKD2
chr5,44,META6,SLC12A7
chr5,44,META6,SLC6A18
chr5,44,META6,TERT
chr5,44,META6,SLC6A19
chr5,44,META6,CLPTM1L
chr5,44,META6,LINC01511
chr5,44,META6,LPCAT1
chr5,44,META6,LOC728613
chr5,44,META6,NDUFS6
chr5,44,META6,LOC100506858
chr5,44,META6,AHRR
chr5,44,META6,SLC9A3
chr5,44,META6,PDCD6-AHRR
chr5,44,META6,SDHAP3
chr5,44,META6,SLC6A3
chr5,45,META6,PART1
chr5,45,META6,ERCC8
chr5,45,META6,SMIM15
chr5,45,META6,LINC02057
chr5,45,META6,C5orf64
chr5,45,META6,LOC101928651
chr5,45,META6,DEPDC1B
chr5,45,META6,NDUFAF2
chr5,45,META6,ZSWIM6
chr5,45,META6,SMIM15-AS1
chr5,45,META6,C5orf64-AS1
chr5,45,META6,ELOVL7
chr5,45,META6,PDE4D
chr5,46,META6,LOC101929109
chr5,46,META6,F2RL2
chr5,46,META6,NCRUPAR
chr5,46,META6,SNORA47
chr5,46,META6,HMGCR
chr5,46,META6,POLK
chr5,46,META6,POC5
chr5,46,META6,LOC441087
chr5,46,META6,F2R
chr5,46,META6,F2RL1
chr5,46,META6,S100Z
chr5,46,META6,AGGF1
chr5,46,META6,CRHBP
chr5,46,META6,ZBED3
chr5,46,META6,ZBED3-AS1
chr5,46,META6,ANKDD1B
chr5,46,META6,SV2C
chr5,46,META6,PDE8B
chr5,46,META6,IQGAP2
chr5,46,META6,CERT1
chr5,47,META6,LOC644936
chr5,47,META6,SPZ1
chr5,47,META6,CRSP8P
chr5,47,META6,MTRNR2L2
chr5,47,META6,ZCCHC9
chr5,47,META6,TENT2
chr5,47,META6,MTX3
chr5,47,META6,THBS4
chr5,47,META6,THBS4-AS1
chr5,47,META6,ZFYVE16
chr5,47,META6,ANKRD34B
chr5,47,META6,FAM151B
chr5,47,META6,DHFR
chr5,47,META6,RASGRF2-AS1
chr5,47,META6,ACOT12
chr5,47,META6,SERINC5
chr5,47,META6,LINC01455
chr5,47,META6,LINC01337
chr5,47,META6,SSBP2
chr5,47,META6,RASGRF2
chr5,47,META6,CKMT2
chr5,47,META6,CKMT2-AS1
chr5,47,META6,MSH3
chr5,47,META6,CMYA5
chr5,48,META6,LINC01170
chr5,48,META6,ZNF608
chr5,48,META6,LOC101927421
chr5,48,META6,LINC02240
chr5,49,META6,MIR874
chr5,49,META6,HNRNPA0
chr5,49,META6,LOC100128966
chr5,49,META6,EGR1
chr5,49,META6,SNORD63B
chr5,49,META6,SNORD63
chr5,49,META6,LOC105379194
chr5,49,META6,SNHG4
chr5,49,META6,SNORA74D
chr5,49,META6,SNORA74A
chr5,49,META6,MZB1
chr5,49,META6,SPATA24
chr5,49,META6,NPY6R
chr5,49,META6,PKD2L2
chr5,49,META6,WNT8A
chr5,49,META6,LOC100130172
chr5,49,META6,NME5
chr5,49,META6,BRD8
chr5,49,META6,GFRA3
chr5,49,META6,KIF20A
chr5,49,META6,CDC23
chr5,49,META6,CDC25C
chr5,49,META6,FAM53C
chr5,49,META6,REEP2
chr5,49,META6,ETF1
chr5,49,META6,HSPA9
chr5,49,META6,CTNNA1
chr5,49,META6,LRRTM2
chr5,49,META6,PAIP2
chr5,49,META6,DNAJC18
chr5,49,META6,SLC23A1
chr5,49,META6,PROB1
chr5,49,META6,MYOT
chr5,49,META6,FAM13B
chr5,49,META6,KLHL3
chr5,49,META6,MATR3
chr5,49,META6,SIL1
chr5,49,META6,SPOCK1
chr5,49,META6,KDM3B
chr6,50,META6,LOC100130357
chr6,50,META6,GFOD1
chr6,50,META6,NOL7
chr6,50,META6,LINC01108
chr6,50,META6,TBC1D7
chr6,50,META6,TBC1D7-LOC100130357
chr6,50,META6,SIRT5
chr6,50,META6,MCUR1
chr6,50,META6,RNF182
chr6,50,META6,CD83
chr6,50,META6,PHACTR1
chr6,50,META6,RANBP9
chr6,51,META6,LOC105374960
chr6,51,META6,LNC-LBCS
chr6,51,META6,ID4
chr6,51,META6,LOC101928519
chr6,51,META6,MBOAT1
chr6,51,META6,E2F3
chr6,51,META6,CDKAL1
chr6,52,META6,H3C6
chr6,52,META6,H1-3
chr6,52,META6,H4C7
chr6,52,META6,H4C6
chr6,52,META6,H3C7
chr6,52,META6,H2BC9
chr6,52,META6,H3C8
chr6,52,META6,H2BC10
chr6,52,META6,H4C8
chr6,52,META6,LOC105374988
chr6,52,META6,ABT1
chr6,52,META6,LOC100270746
chr6,52,META6,H2AC11
chr6,52,META6,H4C9
chr6,52,META6,H2BC11
chr6,52,META6,MIR3143
chr6,52,META6,H2BC12
chr6,52,META6,H2AC12
chr6,52,META6,PRSS16
chr6,52,META6,VN1R10P
chr6,52,META6,LOC100131289
chr6,52,META6,H2AC14
chr6,52,META6,H3C10
chr6,52,META6,H2BC14
chr6,52,META6,H2BC13
chr6,52,META6,H2AC13
chr6,52,META6,H4C11
chr6,52,META6,H4C12
chr6,52,META6,H2BC15
chr6,52,META6,H2AC15
chr6,52,META6,H1-5
chr6,52,META6,H2AC16
chr6,52,META6,H4C13
chr6,52,META6,H3C11
chr6,52,META6,H3C12
chr6,52,META6,H2BC17
chr6,52,META6,H2AC17
chr6,52,META6,OR2B2
chr6,52,META6,OR2B6
chr6,52,META6,OR1F12
chr6,52,META6,ZSCAN12P1
chr6,52,META6,ZSCAN16
chr6,52,META6,TOB2P1
chr6,52,META6,BTN3A1
chr6,52,META6,BTN2A1
chr6,52,META6,BTN2A2
chr6,52,META6,BTN3A3
chr6,52,META6,BTN3A2
chr6,52,META6,BTN2A3P
chr6,52,META6,HMGN4
chr6,52,META6,BTN1A1
chr6,52,META6,HCG11
chr6,52,META6,ZNF322
chr6,52,META6,GUSBP2
chr6,52,META6,ZNF204P
chr6,52,META6,POM121L2
chr6,52,META6,ZNF184
chr6,52,META6,LINC01012
chr6,52,META6,ZKSCAN8
chr6,52,META6,ZNF165
chr6,52,META6,ZSCAN16-AS1
chr6,52,META6,ZNF192P1
chr6,52,META6,LOC285819
chr6,52,META6,LINC00240
chr6,52,META6,ZNF391
chr6,52,META6,NKAPL
chr6,52,META6,ZSCAN26
chr6,52,META6,PGBD1
chr6,52,META6,ZKSCAN4
chr6,52,META6,ZSCAN9
chr6,53,META6,OR1F12
chr6,53,META6,ZSCAN12P1
chr6,53,META6,ZSCAN16
chr6,53,META6,TOB2P1
chr6,53,META6,NKAPL
chr6,53,META6,ZSCAN26
chr6,53,META6,ZSCAN12
chr6,53,META6,GPX5
chr6,53,META6,LINC00533
chr6,53,META6,LINC01623
chr6,53,META6,HCG14
chr6,53,META6,LINC01556
chr6,53,META6,HCG15
chr6,53,META6,OR2W1
chr6,53,META6,OR2B3
chr6,53,META6,OR2J3
chr6,53,META6,OR2J1
chr6,53,META6,OR2J2
chr6,53,META6,OR12D3
chr6,53,META6,OR12D2
chr6,53,META6,OR12D1
chr6,53,META6,OR10C1
chr6,53,META6,MAS1L
chr6,53,META6,LINC01015
chr6,53,META6,SNORD32B
chr6,53,META6,OR2H2
chr6,53,META6,ZFP57
chr6,53,META6,HLA-F
chr6,53,META6,IFITM4P
chr6,53,META6,HCG4
chr6,53,META6,HLA-V
chr6,53,META6,HLA-G
chr6,53,META6,HCP5B
chr6,53,META6,HLA-H
chr6,53,META6,HCG4B
chr6,53,META6,HLA-A
chr6,53,META6,HCG9
chr6,53,META6,HLA-J
chr6,53,META6,ZKSCAN8
chr6,53,META6,ZNF165
chr6,53,META6,ZSCAN16-AS1
chr6,53,META6,ZNF192P1
chr6,53,META6,PGBD1
chr6,53,META6,ZKSCAN4
chr6,53,META6,ZSCAN9
chr6,53,META6,ZKSCAN3
chr6,53,META6,ZSCAN31
chr6,53,META6,GPX6
chr6,53,META6,TRIM27
chr6,53,META6,LOC100129636
chr6,53,META6,ZNF311
chr6,53,META6,OR14J1
chr6,53,META6,OR2H1
chr6,53,META6,OR11A1
chr6,53,META6,UBD
chr6,53,META6,MOG
chr6,53,META6,HLA-F-AS1
chr6,53,META6,ZBED9
chr6,53,META6,ZSCAN23
chr6,53,META6,LOC101929006
chr6,53,META6,GABBR1
chr6,53,META6,ZNRD1ASP
chr6,53,META6,OR5V1
chr6,54,META6,AIF1
chr6,54,META6,SNORA38
chr6,54,META6,MIR6832
chr6,54,META6,BAG6
chr6,54,META6,C6orf47
chr6,54,META6,GPANK1
chr6,54,META6,CSNK2B
chr6,54,META6,APOM
chr6,54,META6,LY6G5C
chr6,54,META6,LY6G5B
chr6,54,META6,MIR4646
chr6,54,META6,ABHD16A
chr6,54,META6,LY6G6F-LY6G6D
chr6,54,META6,LY6G6F
chr6,54,META6,LY6G6E
chr6,54,META6,LY6G6D
chr6,54,META6,MPIG6B
chr6,54,META6,DDAH2
chr6,54,META6,SAPCD1-AS1
chr6,54,META6,SAPCD1
chr6,54,META6,HSPA1L
chr6,54,META6,HSPA1B
chr6,54,META6,SNORD48
chr6,54,META6,SNORD52
chr6,54,META6,SNHG32
chr6,54,META6,NEU1
chr6,54,META6,C2-AS1
chr6,54,META6,MIR1236
chr6,54,META6,NELFE
chr6,54,META6,DXO
chr6,54,META6,STK19
chr6,54,META6,CYP21A1P
chr6,54,META6,TNXA
chr6,54,META6,TNXB
chr6,54,META6,CYP21A2
chr6,54,META6,ATF6B
chr6,54,META6,PRRT1
chr6,54,META6,LOC100507547
chr6,54,META6,AGPAT1
chr6,54,META6,MIR6721
chr6,54,META6,EGFL8
chr6,54,META6,AGER
chr6,54,META6,RNF5
chr6,54,META6,GPSM3
chr6,54,META6,MIR6833
chr6,54,META6,PBX2
chr6,54,META6,BTNL2
chr6,54,META6,HLA-DQA1
chr6,54,META6,HLA-DQB1-AS1
chr6,54,META6,HLA-DQB1
chr6,54,META6,HLA-DQA2
chr6,54,META6,MIR3135B
chr6,54,META6,HLA-DQB2
chr6,54,META6,HLA-DOB
chr6,54,META6,PSMB8
chr6,54,META6,PSMB8-AS1
chr6,54,META6,PSMB9
chr6,54,META6,HLA-DMB
chr6,54,META6,HLA-DMA
chr6,54,META6,HLA-DOA
chr6,54,META6,HLA-DPA1
chr6,54,META6,COL11A2
chr6,54,META6,SLC39A7
chr6,54,META6,HSD17B8
chr6,54,META6,MIR219A1
chr6,54,META6,HCG25
chr6,54,META6,WDR46
chr6,54,META6,B3GALT4
chr6,54,META6,PFDN6
chr6,54,META6,MIR6873
chr6,54,META6,MIR6834
chr6,54,META6,DAXX
chr6,54,META6,ZBTB22
chr6,54,META6,PHF1
chr6,54,META6,CUTA
chr6,54,META6,MIR5004
chr6,54,META6,BAK1
chr6,54,META6,PRRC2A
chr6,54,META6,LSM2
chr6,54,META6,HSPA1A
chr6,54,META6,MSH5
chr6,54,META6,CLIC1
chr6,54,META6,MSH5-SAPCD1
chr6,54,META6,VARS1
chr6,54,META6,VWA7
chr6,54,META6,SLC44A4
chr6,54,META6,SKIV2L
chr6,54,META6,C2
chr6,54,META6,ZBTB12
chr6,54,META6,EHMT2
chr6,54,META6,CFB
chr6,54,META6,C4B_2
chr6,54,META6,LOC110384692
chr6,54,META6,C4B
chr6,54,META6,C4A
chr6,54,META6,NOTCH4
chr6,54,META6,PPT2
chr6,54,META6,PPT2-EGFL8
chr6,54,META6,FKBPL
chr6,54,META6,TSBP1-AS1
chr6,54,META6,TSBP1
chr6,54,META6,HCG23
chr6,54,META6,HLA-DRA
chr6,54,META6,HLA-DRB1
chr6,54,META6,HLA-DRB6
chr6,54,META6,HLA-DRB5
chr6,54,META6,TAP2
chr6,54,META6,TAP1
chr6,54,META6,BRD2
chr6,54,META6,HLA-DPB1
chr6,54,META6,HLA-DPB2
chr6,54,META6,HCG24
chr6,54,META6,RXRB
chr6,54,META6,RING1
chr6,54,META6,VPS52
chr6,54,META6,RPS18
chr6,54,META6,SMIM40
chr6,54,META6,KIFC1
chr6,54,META6,TAPBP
chr6,54,META6,ZBTB9
chr6,54,META6,GGNBP1
chr6,54,META6,LINC00336
chr6,54,META6,LY6G6C
chr6,54,META6,SYNGAP1
chr6,54,META6,RGL2
chr6,54,META6,LOC100294145
chr6,55,META6,EVADR
chr6,55,META6,FAM135A-AS1
chr6,55,META6,COL9A1
chr6,55,META6,SDHAF4
chr6,55,META6,LMBRD1
chr6,55,META6,COL19A1
chr6,55,META6,FAM135A
chr6,55,META6,SMAP1
chr6,55,META6,ADGRB3
chr6,56,META6,MIR30C2
chr6,56,META6,MIR30A
chr6,56,META6,LINC00472
chr6,56,META6,RIMS1
chr6,56,META6,KCNQ5-IT1
chr6,56,META6,SMAP1
chr6,56,META6,B3GAT2
chr6,56,META6,LINC01626
chr6,56,META6,KCNQ5
chr6,56,META6,OGFRL1
chr6,57,META6,SNORA40C
chr6,57,META6,GTF3C6
chr6,57,META6,GSTM2P1
chr6,57,META6,SNORD166
chr6,57,META6,LOC102724646
chr6,57,META6,LAMA4
chr6,57,META6,RFPL4B
chr6,57,META6,MFSD4B
chr6,57,META6,TRAF3IP2-AS1
chr6,57,META6,TRAF3IP2
chr6,57,META6,LINC02527
chr6,57,META6,TUBE1
chr6,57,META6,FAM229B
chr6,57,META6,LAMA4-AS1
chr6,57,META6,AMD1
chr6,57,META6,RPF2
chr6,57,META6,FYN
chr6,57,META6,REV3L
chr6,57,META6,CCN6
chr6,57,META6,SLC16A10
chr6,58,META6,CCN2
chr6,58,META6,MIR548AJ1
chr6,58,META6,TAAR9
chr6,58,META6,TAAR8
chr6,58,META6,TAAR6
chr6,58,META6,TAAR5
chr6,58,META6,TAAR3P
chr6,58,META6,TAAR2
chr6,58,META6,VNN2
chr6,58,META6,SNORD101
chr6,58,META6,SNORD100
chr6,58,META6,SNORA33
chr6,58,META6,RPS12
chr6,58,META6,LINC01013
chr6,58,META6,STX7
chr6,58,META6,VNN1
chr6,58,META6,VNN3
chr6,58,META6,LINC00326
chr6,58,META6,ENPP1
chr6,58,META6,TAAR1
chr6,58,META6,MOXD1
chr6,58,META6,SLC18B1
chr6,58,META6,EYA4
chr6,58,META6,TARID
chr6,58,META6,LINC01312
chr7,59,META6,LOC100506178
chr7,59,META6,IL6
chr7,59,META6,IL6-AS1
chr7,59,META6,TOMM7
chr7,59,META6,SNORD93
chr7,59,META6,MALSU1
chr7,59,META6,SNORD65C
chr7,59,META6,RPS2P32
chr7,59,META6,CLK2P1
chr7,59,META6,RAPGEF5
chr7,59,META6,STEAP1B
chr7,59,META6,LOC401312
chr7,59,META6,SNHG26
chr7,59,META6,KLHL7
chr7,59,META6,KLHL7-DT
chr7,59,META6,GPNMB
chr7,59,META6,TRA2A
chr7,59,META6,FAM221A
chr7,59,META6,CCDC126
chr7,59,META6,FAM126A
chr7,59,META6,STK31
chr7,59,META6,NUP42
chr7,59,META6,IGF2BP3
chr7,60,META6,MIR591
chr7,60,META6,PON3
chr7,60,META6,PON1
chr7,60,META6,ASB4
chr7,60,META6,PDK4
chr7,60,META6,SEM1
chr7,60,META6,PPP1R9A
chr7,60,META6,DYNC1I1
chr7,60,META6,SLC25A13
chr7,60,META6,PON2
chr7,61,META6,ZNF655
chr7,61,META6,CYP3A5
chr7,61,META6,AZGP1P1
chr7,61,META6,MCM7
chr7,61,META6,MIR106B
chr7,61,META6,MIR93
chr7,61,META6,MIR25
chr7,61,META6,TAF6
chr7,61,META6,MBLAC1
chr7,61,META6,LAMTOR4
chr7,61,META6,GAL3ST4
chr7,61,META6,MIR4658
chr7,61,META6,STAG3L5P
chr7,61,META6,PVRIG2P
chr7,61,META6,MIR6840
chr7,61,META6,PILRB
chr7,61,META6,PPP1R35
chr7,61,META6,C7orf61
chr7,61,META6,NYAP1
chr7,61,META6,SAP25
chr7,61,META6,ZASP
chr7,61,META6,PCOLCE
chr7,61,META6,GNB2
chr7,61,META6,POP7
chr7,61,META6,EPO
chr7,61,META6,MIR6875
chr7,61,META6,TRIP6
chr7,61,META6,UFSP1
chr7,61,META6,MUC12-AS1
chr7,61,META6,VGF
chr7,61,META6,MIR4653
chr7,61,META6,MOGAT3
chr7,61,META6,PLOD3
chr7,61,META6,FIS1
chr7,61,META6,LNCPRESS1
chr7,61,META6,EMSLR
chr7,61,META6,TMEM225B
chr7,61,META6,ZNF394
chr7,61,META6,FAM200A
chr7,61,META6,ZKSCAN5
chr7,61,META6,ZSCAN25
chr7,61,META6,CYP3A7-CYP3A51P
chr7,61,META6,CYP3A7
chr7,61,META6,CYP3A4
chr7,61,META6,CYP3A43
chr7,61,META6,AZGP1
chr7,61,META6,TRIM4
chr7,61,META6,GJC3
chr7,61,META6,ZNF3
chr7,61,META6,CNPY4
chr7,61,META6,ZSCAN21
chr7,61,META6,AP4M1
chr7,61,META6,ZKSCAN1
chr7,61,META6,COPS6
chr7,61,META6,PVRIG
chr7,61,META6,STAG3
chr7,61,META6,MAP11
chr7,61,META6,GPC2
chr7,61,META6,SPDYE3
chr7,61,META6,PMS2P1
chr7,61,META6,STAG3L5P-PVRIG2P-PILRB
chr7,61,META6,PILRA
chr7,61,META6,MEPCE
chr7,61,META6,TSC22D4
chr7,61,META6,FBXO24
chr7,61,META6,MOSPD3
chr7,61,META6,TFR2
chr7,61,META6,LRCH4
chr7,61,META6,PCOLCE-AS1
chr7,61,META6,ACTL6B
chr7,61,META6,AGFG2
chr7,61,META6,GIGYF1
chr7,61,META6,SRRT
chr7,61,META6,SLC12A9
chr7,61,META6,ACHE
chr7,61,META6,SLC12A9-AS1
chr7,61,META6,EPHB4
chr7,61,META6,MUC3A
chr7,61,META6,MUC12
chr7,61,META6,AP1S1
chr7,61,META6,TRIM56
chr7,61,META6,SERPINE1
chr7,61,META6,NAT16
chr7,61,META6,CLDN15
chr7,61,META6,ZNHIT1
chr7,61,META6,OR2AE1
chr7,61,META6,ZCWPW1
chr7,61,META6,CASTOR3
chr7,61,META6,LOC105375423
chr7,61,META6,MUC17
chr7,61,META6,IFT22
chr7,61,META6,COL26A1
chr7,61,META6,ZAN
chr7,61,META6,LOC105375429
chr7,62,META6,MIR595
chr7,62,META6,LINC01022
chr7,62,META6,MIR5707
chr7,62,META6,PTPRN2-AS1
chr7,62,META6,NCAPG2
chr7,62,META6,ESYT2
chr7,62,META6,VIPR2
chr7,62,META6,LINC00689
chr7,62,META6,DYNC2I1
chr7,62,META6,PTPRN2
chr8,63,META6,LOC105377777
chr8,63,META6,LOC286083
chr8,63,META6,LOC101927752
chr8,63,META6,MIR3674
chr8,63,META6,MIR596
chr8,63,META6,LOC101928058
chr8,63,META6,KBTBD11-OT1
chr8,63,META6,MIR7160
chr8,63,META6,CLN8
chr8,63,META6,KBTBD11
chr8,63,META6,LOC101927815
chr8,63,META6,ARHGEF10
chr8,63,META6,DLGAP2-AS1
chr8,63,META6,LOC105377785
chr8,63,META6,DLGAP2
chr8,63,META6,MYOM2
chr8,64,META6,SPAG11B
chr8,64,META6,DEFB106B
chr8,64,META6,DEFB106A
chr8,64,META6,DEFB105A
chr8,64,META6,DEFB105B
chr8,64,META6,PRR23D1
chr8,64,META6,PRR23D2
chr8,64,META6,FAM90A7P
chr8,64,META6,FAM90A10P
chr8,64,META6,DEFB104A
chr8,64,META6,DEFB104B
chr8,64,META6,SPAG11A
chr8,64,META6,DEFB103B
chr8,64,META6,DEFB103A
chr8,64,META6,DEFB4A
chr8,64,META6,USP17L8
chr8,64,META6,USP17L3
chr8,64,META6,MIR548I3
chr8,64,META6,FAM86B3P
chr8,64,META6,CLDN23
chr8,64,META6,MIR4660
chr8,64,META6,SNORD3I
chr8,64,META6,LOC157273
chr8,64,META6,DEFB107B
chr8,64,META6,DEFB107A
chr8,64,META6,ZNF705B
chr8,64,META6,PRAG1
chr8,64,META6,MFHAS1
chr8,64,META6,ERI1
chr8,64,META6,PPP1R3B
chr8,64,META6,LOC101929128
chr8,64,META6,FAM66E
chr8,64,META6,FAM85B
chr8,64,META6,DEFB109B
chr8,65,META6,MIR598
chr8,65,META6,LOC101929269
chr8,65,META6,SLC35G5
chr8,65,META6,LOC100129129
chr8,65,META6,LINC00208
chr8,65,META6,SNORA99
chr8,65,META6,C8orf49
chr8,65,META6,DEFB136
chr8,65,META6,DEFB135
chr8,65,META6,DEFB134
chr8,65,META6,DEFB130B
chr8,65,META6,DEFB130A
chr8,65,META6,USP17L7
chr8,65,META6,USP17L2
chr8,65,META6,LOC392196
chr8,65,META6,FAM90A2P
chr8,65,META6,LOC649352
chr8,65,META6,DEFB109A
chr8,65,META6,FAM90A25P
chr8,65,META6,MIR5692A1
chr8,65,META6,MIR5692A2
chr8,65,META6,MIR3926-1
chr8,65,META6,MIR3926-2
chr8,65,META6,MTMR9
chr8,65,META6,TDH
chr8,65,META6,FAM167A
chr8,65,META6,NEIL2
chr8,65,META6,GATA4
chr8,65,META6,CTSB
chr8,65,META6,FDFT1
chr8,65,META6,ZNF705D
chr8,65,META6,FAM66D
chr8,65,META6,FAM86B2
chr8,65,META6,FAM66A
chr8,65,META6,LONRF1
chr8,65,META6,LOC340357
chr8,65,META6,LINC00681
chr8,65,META6,FAM167A-AS1
chr8,65,META6,XKR6
chr8,65,META6,FAM85A
chr8,65,META6,LOC100506990
chr8,65,META6,FAM86B1
chr8,65,META6,BLK
chr8,65,META6,LOC729732
chr8,66,META6,FGF20
chr8,66,META6,MIR548V
chr8,66,META6,MSR1
chr8,66,META6,VPS37A
chr8,66,META6,CNOT7
chr8,66,META6,PDGFRL
chr8,66,META6,MTUS1
chr8,66,META6,SLC7A2
chr8,66,META6,ZDHHC2
chr8,66,META6,MTMR7
chr8,66,META6,MICU3
chr8,67,META6,DOK2
chr8,67,META6,FGF17
chr8,67,META6,NUDT18
chr8,67,META6,REEP4
chr8,67,META6,SFTPC
chr8,67,META6,PHYHIP
chr8,67,META6,MIR320A
chr8,67,META6,SORBS3
chr8,67,META6,C8orf58
chr8,67,META6,LOC107986876
chr8,67,META6,BIN3-IT1
chr8,67,META6,LOC101929237
chr8,67,META6,TNFRSF10C
chr8,67,META6,LOC389641
chr8,67,META6,R3HCC1
chr8,67,META6,XPO7
chr8,67,META6,FAM160B2
chr8,67,META6,DMTN
chr8,67,META6,NPM2
chr8,67,META6,HR
chr8,67,META6,BMP1
chr8,67,META6,POLR3D
chr8,67,META6,LOC100507071
chr8,67,META6,PPP3CC
chr8,67,META6,CCAR2
chr8,67,META6,PDLIM2
chr8,67,META6,BIN3
chr8,67,META6,EGR3
chr8,67,META6,RHOBTB2
chr8,67,META6,TNFRSF10D
chr8,67,META6,LOC254896
chr8,67,META6,CHMP7
chr8,67,META6,ENTPD4
chr8,67,META6,LOC100507156
chr8,67,META6,SLC25A37
chr8,67,META6,GFRA2
chr8,67,META6,PIWIL2
chr8,67,META6,SLC39A14
chr8,67,META6,PEBP4
chr8,67,META6,LGI3
chr8,67,META6,LOXL2
chr8,67,META6,TNFRSF10A
chr8,67,META6,TNFRSF10B
chr8,67,META6,LOC286059
chr8,68,META6,TMEM74
chr8,68,META6,ENY2
chr8,68,META6,LOC100132813
chr8,68,META6,TRHR
chr8,68,META6,EBAG9
chr8,68,META6,SYBU
chr8,68,META6,NUDCD1
chr8,68,META6,KCNV1
chr8,68,META6,PKHD1L1
chr8,69,META6,MIR3686
chr8,69,META6,MIR5194
chr8,69,META6,ASAP1-IT2
chr8,69,META6,ASAP1-IT1
chr8,69,META6,LINC00976
chr8,69,META6,CYRIB
chr8,69,META6,CCDC26
chr8,69,META6,LINC00977
chr8,69,META6,GSDMC
chr8,69,META6,ASAP1
chr8,69,META6,ADCY8
chr9,70,META6,BNC2-AS1
chr9,70,META6,MIR3152
chr9,70,META6,CNTLN
chr9,70,META6,SH3GL2
chr9,70,META6,ADAMTSL1
chr9,70,META6,BNC2
chr9,71,META6,AQP3
chr9,71,META6,MIR6851
chr9,71,META6,ANXA2P2
chr9,71,META6,PTENP1
chr9,71,META6,PRSS3
chr9,71,META6,SNORD121B
chr9,71,META6,SNORD121A
chr9,71,META6,C9orf24
chr9,71,META6,RPP25L
chr9,71,META6,ARID3C
chr9,71,META6,GALT
chr9,71,META6,LOC730098
chr9,71,META6,CCL27
chr9,71,META6,IL11RA
chr9,71,META6,CCL19
chr9,71,META6,CCL21
chr9,71,META6,FAM205A
chr9,71,META6,FAM205C
chr9,71,META6,DNAJB5-DT
chr9,71,META6,STOML2
chr9,71,META6,BAG1
chr9,71,META6,CHMP5
chr9,71,META6,SPINK4
chr9,71,META6,B4GALT1-AS1
chr9,71,META6,AQP7
chr9,71,META6,NOL6
chr9,71,META6,SUGT1P1
chr9,71,META6,LINC01251
chr9,71,META6,UBE2R2
chr9,71,META6,UBAP2
chr9,71,META6,DCAF12
chr9,71,META6,KIF24
chr9,71,META6,FAM219A
chr9,71,META6,MYORG
chr9,71,META6,CNTFR
chr9,71,META6,CNTFR-AS1
chr9,71,META6,ENHO
chr9,71,META6,DCTN3
chr9,71,META6,SIGMAR1
chr9,71,META6,FAM205BP
chr9,71,META6,PHF24
chr9,71,META6,FAM214B
chr9,71,META6,FANCG
chr9,71,META6,VCP
chr9,71,META6,C9orf131
chr9,71,META6,PIGO
chr9,71,META6,B4GALT1
chr9,71,META6,NFX1
chr9,71,META6,NUDT2
chr9,71,META6,DNAI1
chr9,71,META6,UBAP1
chr9,71,META6,PTENP1-AS
chr9,71,META6,DNAJB5
chr9,71,META6,ANKRD18B
